"","X","ID","day","Atease","Calm","Relaxed","Drowsy","Sluggish","Tired","Content","Pleased","Happy","Alert","Aroused","Hyperactivated","Miserable","Troubled","Unhappy","Sleepy","Quiet","Still","Afraid","Ashamed","Distressed","Guilty","Hostile","Irritable","Jittery","Nervous","Scared","Upset","Active","Alone","Attentive","Determined","Enthusiastic","Excited","Inspired","Interested","Proud","Strong"
"108",108,21,8,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.75,0.75,0.5,0.75,0.25,0,0.75,0.25,0.5,0,0.25,0,0,0,0,0,0,0.75,0.75,0,0,0.75,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
"109",109,21,9,0.25,0.25,0.25,0.75,0.75,0.75,0.25,0.25,0,0.25,0.5,0,0.25,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.75,0.5,0,0.75,0.75,0.75,0.5,0.5,0.25,0.75,0.25,0.25,0,0.25,0.25,0.25,0,0
"110",110,21,10,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0,0,0.75,0.25,0.5,0.25,0.5,0.25,0,0.5,0,0,0.5,0.75,0.75,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0.25
"111",111,21,11,0.25,0.25,0.25,0.75,0.5,0.75,0.5,0.25,0.5,0.25,0.25,0,0,0.75,0.25,0.75,0.25,0.5,0.25,0.25,0.5,0.25,0,0.5,0.5,0.5,0.25,0.5,0.25,0.75,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.25
"112",112,21,12,0.5,0.25,0.25,0.75,0.75,0.75,0.25,0,0.25,0.25,0.5,0,0.25,0.75,0.5,0.75,0.25,0.5,0.25,0,0.75,0.25,0,0.5,0.75,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25
"113",113,21,13,0.25,0.25,0,0.75,0.5,0.75,0.25,0.25,0.25,0.25,0.5,0,0.25,0.75,0.5,0.75,0.25,0.5,0.5,0,0.5,0,0,0.5,0.75,0.5,0.5,0.75,0.5,0.5,0.25,0.5,0.25,0.5,0.25,0.5,0.25,0.25
"114",114,21,14,0.25,0.5,0.5,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.5,0,0,0.75,0.5,0.75,0.25,0.5,0.25,0,0.5,0.25,0,0.5,0.5,0.5,0.25,0.25,0.25,0.75,0.25,0.25,0.25,0.5,0.5,0.5,0,0.25
"115",115,21,15,0,0.25,0,0.75,0.75,0.75,0.25,0.25,0,0.25,0.75,0,0.75,0.75,1,0.75,0.25,0.5,0.5,0.5,1,0.5,0.5,0.75,0.75,0.5,0.5,1,0.25,0.75,0.25,0.25,0,0.25,0.75,0.25,0,0.25
"116",116,21,16,0,0.25,0.25,0.75,0.75,0.75,0.25,0.25,0,0.25,0.5,0,0.5,0.75,0.75,0.75,0.25,0.5,0.5,0.25,0.75,0.5,0,0.5,0.75,0.5,0.5,0.75,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25
"117",117,21,17,0.25,0.25,0,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0,0.25,0.75,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0,0.25,0.5,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0,0
"118",118,21,18,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.25,0,0,0.75,0.5,0.5,0.25,0.75,0.5,0.25,0.25,0.25,0,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0.25
"119",119,21,19,0,0.25,0,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0,0,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.75,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0.5
"120",120,21,20,0,0.25,0,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0,0.25,0,0,0.5,0.75,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.25,0.25
"121",121,21,21,0.25,0.25,0.25,0.5,0.5,0.75,0.25,0.25,0.25,0.25,0.5,0,0,1,0.5,0.5,0.25,0.5,0.5,0,0.5,0.25,0,0.5,0.5,0.5,0.25,0.5,0.25,1,0.5,0.5,0.25,0.5,0.25,0.5,0.25,0.5
"122",122,21,22,0,0.5,0,0.5,0.5,0.75,0.25,0.25,0,0.25,0,0,0.25,0.75,0.75,0.5,0.5,0,0.25,0,0.25,0.25,0,0.75,0.75,0.5,0.25,0.5,0,0.75,0.5,0.5,0,0.25,0.25,0.5,0,0.25
"123",123,21,23,0.25,0.25,0.25,0.75,0.75,0.75,0.25,0.5,0,0,0.25,0,0.25,0.75,0.75,0.75,0.5,0.5,0.5,0,1,0.25,0.25,0.5,0.75,0.75,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0,0.25
"124",124,21,24,0,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0,0,0.75,0.5,0.75,0.5,0.25,0.5,0,0.5,0,0,0.25,0.5,0.75,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0,0.5
"125",125,21,25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.75,0.75,0.25,0.5,0,0,0.5,0,0.5,0.25,0.25,0.25,0,0,0,0,0,0.5,0.75,0.25,0.25,0.5,0.25,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.75
"126",126,23,1,0.5,0.25,0.25,0,0,0.5,0.25,0.75,0.75,0.5,0.75,0,0.75,1,0.75,0.25,0,0,0.75,0,1,0,0,0.75,0.75,0.5,0.75,0.75,0.25,0.5,0.75,0.75,0.75,0.5,0.5,0.75,0.75,0.5
"127",127,23,2,0.25,0,0.25,1,0.75,1,0.25,0.5,0.25,0,0,0,1,0.75,0.5,1,0,1,0.5,0,0.75,0.25,0,0.5,0.75,0,0.25,0,0.25,0.5,0.25,0,0.25,0.25,0.25,0.5,0.75,0.5
"128",128,23,3,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0,0,0,0.75,0.5,0.25,0.75,0.5,0.25,0.5,0,0.5,0,0,0,0,0,0,0,0.25,0.5,0.75,0.25,0.5,0,0.75,0.75,0.75,0.25
"129",129,23,4,0.75,0.5,0.75,0.75,0.75,0.5,0.5,0.5,0.75,0.25,0.75,0.25,0.75,0,0.25,0.5,0,0.75,0.25,0,0.5,0,0.25,0,0,0,0,0.75,0.5,0.25,0,0.25,0,0.25,0,0.75,0.5,0.25
"130",130,23,5,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.25,0,0,0.5,0.25,0.5,0.5,0.5,0.25,0,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,0.75,0,0.5,0.5,0.25,0.5,0.75,0.75
"131",131,23,6,0.5,0.25,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.25,0.5,0,0,0.25,0,0.25,0,0.25,0,0,0.25,0,0.25,0,0.25,0.5,0,0,0.75,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
"132",132,23,7,0.75,0.75,0.5,0.5,0.25,0.25,0.75,1,1,0.5,0.75,0.25,0,0,0,0.25,0.5,0.25,0.25,0,0.25,0,0,0,0.25,0.5,0,0,0.75,0,0.75,1,1,1,1,1,1,1
"133",133,23,8,0.5,0.75,1,0,0,0.25,1,1,1,0.75,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.75,0,0.75,0.75,0.75,0.75,0.75,1,1,0.75
"134",134,23,9,0.75,1,0.75,0,0,0.5,1,0.75,0.75,0.75,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0.5,0,0.25,0,0,0.25,1,0,0.75,0.5,0.5,0.75,0.75,0.75,1,0.75
"135",135,23,10,0.75,0.75,0.25,0,0,0.5,0.75,0.75,0.75,0.75,0.75,0,0,0.25,0,0,0.25,0,0.25,0,0.25,0,0,0,0.25,0.5,0.25,0,0.75,0,0.75,0.75,0.75,0,0.75,0.5,0.75,0.75
"136",136,23,11,0.5,0.25,0.5,0,0,0.75,0.5,0.75,0.5,0.5,0.75,0,0,0.25,0,0.5,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0.75,0,0.75,0.5,0.5,0.5,0.5,0.75,0.75,0.75
"137",137,23,12,0.75,0.5,0.75,0,0.25,0,0,0.75,0.5,0,0.5,0,0.5,0.5,0.5,0.25,0,0,0.25,0,0.25,0,0,0,0.5,0.5,0.5,0.75,0.5,0,0.75,0.5,0.75,0.25,0.75,0.75,0.5,0.5
"138",138,23,13,0.25,0.5,0.5,0,0,0.25,0.75,0.75,0.5,0.5,0.25,0,0.25,0.75,0.25,0.25,0.75,0,0.5,0,0.25,0,0,0.25,0.5,0.25,0,0,0.75,0.25,0.75,0.5,0.75,0.75,0,0.75,0.75,0.75
"139",139,23,14,0.5,0,0.5,0,0,0.75,0.5,0.5,0.5,0,0.25,0,0.75,0.75,0.75,0,0,0,0.75,0,0.75,0,0.25,0.75,0.25,0.5,0.75,0.5,0.25,0.25,0.5,0.5,0.5,0.25,0.5,0.75,0.25,0.5
"140",140,23,15,0.5,0.25,0.75,0,0.75,0.5,0.75,0.5,0.5,0.5,0.25,0.25,0,0.75,0.25,0.5,0.75,0.25,0.5,0,0.75,0,0,0.75,0.75,0.5,0,0.75,0.25,0,0.5,0,0.5,0.75,0.5,0.5,0.5,0.25
"141",141,23,16,0,0.75,0.5,0,0,0.25,0.5,0.25,0.5,0,0.5,0,0,0.75,0.5,0.25,0.5,0.25,0.5,0,0.75,0,0,0.75,0.75,0.75,0,0.75,0.5,0.25,0.5,0.75,0.5,0.75,0.75,0.75,0.5,0.25
"142",142,23,17,0.25,0.75,0.75,0,0,0.25,0.75,1,0.75,0.75,0.25,0,0,0.25,0,0,0.75,0,0.25,0,0,0,0,0,0,0.5,0,0,0.75,0.25,1,0.75,1,0.75,0.75,1,1,1
"143",143,23,18,0.5,0.5,0.5,0,0,0,0.75,0.75,0.75,1,0.75,0.25,0,0,0.25,0,0.5,0,0,0,0.25,0,0.25,0.25,0.25,0.5,0,0.5,0.75,0.25,0.75,0.75,1,1,1,1,1,0.75
"144",144,23,19,0.25,0.25,0.25,0.25,0,0.5,0.25,0.25,0.5,0.5,0.5,0,0.75,0.75,0.75,0.25,0.75,0,0.5,0,0.5,0,0.25,0.25,0.5,0.5,0.25,0.75,0.25,0.75,0.5,0.25,0.25,0.25,0.25,0.5,0.25,0.25
"145",145,23,20,0.5,0.25,0.25,0,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0,0.25,0.5,0.75,0.25,0.75,0.25,0.25,0,0.75,0,0.5,0.75,0.25,0.25,0,1,0.75,0.25,0.5,0.25,0.5,0.25,0.5,0.75,0,0.25
"146",146,23,21,0.75,0.75,0.75,0,0.5,0.25,0.75,0.75,0.75,0.5,0.5,0,0,0.25,0,0.25,0.75,0,0,0,0,0,0.5,0.25,0.25,0.25,0,0.25,0.5,0,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.75
"147",147,23,22,0.75,0.75,0.75,0,0,0.25,1,0.75,0.75,0.5,0.75,0.5,0.25,0.25,0,0.25,0.5,0,0,0,0.25,0,0,0,0,0.25,0,0,0.5,0,0.75,0.5,0.75,0.75,0,0.75,1,0.75
"148",148,23,23,0.5,0.25,0.5,0,0,0.25,0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.5,0.25,0.25,0.75,0,0.5,0,0.5,0,0,0.25,0.25,0.25,0.25,0.75,0.75,0,0.75,0.75,0.75,0.75,1,0.75,1,0.75
"149",149,23,24,0.5,0.5,0.75,0,0,0.25,0.75,1,1,0.75,0.75,0.75,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,1,0,1,1,0.75,0.75,0.75,0.75,1,1
"150",150,23,25,0.5,0.5,0,0,0.25,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0,0.5,0,0.5,0.5,0,0.25,0,0.5,0,0,0.25,0.5,0.5,0,0,0.75,0.25,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.75
"151",151,27,1,0.5,0.5,0.5,0.25,0.25,0.75,0.5,0.25,0.5,0.25,0.25,0,0,0,0,0.75,0,0,0,0,0,0,0,0.75,0,0,0,0,0.5,0,0.25,0.5,0,0.25,0.75,0.25,0.5,0.5
"152",152,27,2,0.75,0.5,0.5,0.5,0,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0,0.5,0.25,0,0.25,0.5,0,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.25
"153",153,27,3,0.75,0.75,0.75,0,0,0,0.5,0.5,0.25,0.5,0,0,0,0.75,0.5,0,0.5,0.25,0,0,0.75,0,0,0,0,0,0,0.25,0.5,0.5,0.5,0.5,0,0,0.25,0.5,0.5,0.5
"154",154,27,4,0.5,0.5,0.25,0,0,0.75,0,0,0.25,0.5,0,0,0.5,0.75,0.75,0,0.5,0.25,0.75,0.5,0.75,0,0,0,0.75,0.75,0,0,0.5,0.5,0.5,0.25,0.25,0.25,0,0.5,0.5,0.25
"155",155,27,5,0.5,0.25,0.25,0,0.25,0.75,0.25,0.25,0.25,0.5,0.25,0,0.5,0.75,0.75,0.5,0.5,0.75,0,0,0.75,0,0,0,0.5,0,0,0,0.25,0.75,0.25,0.25,0.25,0.25,0,0.5,0.25,0.25
"156",156,27,6,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0.75,0.75,0.75,0.25,0.5,0.5,0,0,0.75,0.25,0.25,0,0.75,0.25,0,0,0.25,0.75,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.5
"157",157,27,7,0.5,0.5,0.5,0,0.75,0.75,0.25,0,0.25,0.25,0,0,0.75,0.5,0.75,0.5,0.5,0.25,0,0,0.75,0,0,0,0,0,0,0,0.25,0.75,0.25,0.5,0.25,0,0,0.25,0.5,0.5
"158",158,27,8,0.75,0.5,0.25,0,0.25,0.25,0.25,0.5,0.25,0.5,0.25,0,0.5,0.5,0.5,0.25,0.5,0.5,0,0,0.75,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0.25,0.25,0,0.5,0.25,0.25
"159",159,27,9,0.75,0.75,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.5,0.25,0.5,0.25,0.25,0.5,0.25,0.25,0.25,0,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0,0.25,0.25,0.5,0.25,0.5
"160",160,27,10,0.5,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0,0.25,0,0.25,0,0.5,0.25,0.25,0,0.5,0.5,0.75,0.25,0.75,0,0.75,0.5,0.5,0.25
"161",161,27,11,0.5,0.25,0.25,0.25,0.25,0.75,0.5,0.5,0.25,0.25,0.25,0,0,0.25,0.25,0.75,0.5,0.25,0,0,0.25,0,0,0,0.25,0,0,0,0.75,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.5,0.25
"162",162,27,12,0.25,0.25,0.25,0,0,0,0.5,0.5,0.5,0.5,0,0.25,0.25,0.25,0,0,0,0,0,0,0.25,0,0,0.5,0.5,0.5,0.25,0,0.5,0.25,0.5,0.5,0.25,0,0.25,0.5,0.5,0.75
"163",163,27,13,0.75,0.5,0.75,0,0,0,0.75,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0.75,0.5,0.5,0.75,0.5,0.75,0.5,0.5
"164",164,27,14,0.5,0.75,0.5,0,0,0,0.75,0.5,0.5,0.5,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.5,1,0.25,0.5,0.5,0.25,0.5,0.75
"165",165,27,15,0.25,0.25,0.25,0,0,0,0.25,0.5,0.25,0.5,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0.75,0.75,0,0,0.25,0.5,0.75,0.25,0.5,0.25,0.25,0.5,0.5,0.5,0.5
"166",166,27,16,0.75,0.75,0.5,0,0,0.25,0.25,0.5,0.5,0.5,0.25,0,0,0.25,0.5,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0.25,0.75,0.25,0.75,0.75,0.25,0,0.5,0.5,0.25,0.75
"167",167,27,17,0.5,0.25,0.5,0,0,0,0.75,0.75,0.5,0.5,0.5,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5
"168",168,27,18,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.5
"169",169,27,19,1,0.75,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0.5,0.75,0.25,0,0.25,0.5,0.5,0.5
"170",170,27,20,0.75,0.5,0.75,0,0,0,0.5,0.5,0.5,0.5,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5
"171",171,27,21,0.75,0.75,0.5,0,0,0,0.5,0.5,0.25,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.25,0.25,0,0,0,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.75,0.5,0.75
"172",172,27,22,0.75,0.75,0.75,0,0,0,0.5,0.75,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0.75,0.5,0.75,0.75,0.5,0.5,0.5,0.75,0.5,0.75
"173",173,27,23,0.75,0.75,0.75,0,0,0,0.75,0.5,0.5,0.5,0.25,0,0.25,0,0,0,0.5,0.25,0,0,0,0,0,0,0.25,0,0,0,0.5,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.5
"174",174,27,24,0.5,0.25,0.25,0,0,0,1,0.75,0.75,0.5,1,0,0,0,0,0.25,0.5,0,0.25,0,0,0,0,0,0.75,0,0,0,1,0,0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.75
"175",175,27,25,0.75,0.5,0.75,0,0.5,0.75,0.5,0.5,0.5,0.25,0.25,0,0,0,0,0.75,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5
"176",176,28,1,0.25,0.25,0.25,0.25,0.25,0.75,0,0.25,0.25,0.25,0.5,0,0.25,0.75,0.75,0.75,0.25,0,0.25,0.5,0.25,0.75,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.5,0.25,0.25,0.25,0.5
"177",177,28,2,0,0.25,0,0.25,1,0,0,0,0,0.25,0.25,0,1,0.75,0.75,0,0.75,0.25,0.75,0,0.75,0.25,0.75,0.5,0.75,0.75,1,0.75,0,1,0.5,0,0,0,0,0.5,0,0.25
"178",178,28,3,0.5,0.5,0.25,0.5,0.75,1,0,0,0,0,0,0,0.75,0.5,1,1,0.5,0.5,0.75,0,0.75,0,0.25,0,0.75,0.5,0.75,0,0.25,1,0.5,0,0,0.25,0,0.5,0,0.25
"179",179,28,4,0,0.5,0,1,0.5,0.75,0,0,0,0,0,0,0.75,0.75,0.75,1,0.75,0.5,0,0,0.75,0,0.5,0,0.25,0.5,0.25,0.25,0.5,0.5,0.75,0.25,0,0.5,0.25,0.5,0,0.25
"180",180,28,5,0.75,0.5,0.5,0,0.25,0,0.75,0.75,0.5,0.5,0.25,0.75,0,0.25,0.25,0,0.5,0.5,0.25,0,0.5,0,0.25,0,0.25,0.25,0.25,0,0.5,0,0.5,0.75,0.5,0.75,0.5,0.5,0.25,0.75
"181",181,28,6,0,0.25,0,0.25,0.25,0.75,0.25,0.25,0,0.25,0,0,1,0.75,0.75,0.75,0.75,0.25,0.5,0,1,0,0.5,0,0.75,0.25,0.25,0.25,0,0.75,0.5,0.5,0,0.5,0.5,0.5,0.25,0.25
"182",182,28,7,0,0.75,0,0.5,0.75,0.5,0,0.25,0.25,0,0,0,0.25,0.25,0.75,0.5,1,0.25,0,0,1,0.25,0.5,0,0.75,0.25,0,0.25,0,1,0.25,0,0,0.5,0,0.25,0,0.5
"183",183,28,8,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.25,0,0.25,0.75,0,0.75,0.75,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.25,0.5,0.25,0.25,0,0,0,0,0,0.25
"184",184,28,9,0,0.5,0,0.5,0,0.25,0,0,0,0,0,0,0.75,1,1,0,0.75,0.5,0.75,0.25,1,1,0.25,0.25,0,0.25,0.75,0.5,0,1,0.5,0,0,0,0,0.25,0,0
"185",185,28,10,0.5,0.75,0.25,0,0.25,0,0.5,0.5,0.25,0.75,0,0,0.25,0.5,0.5,0,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.25,0,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.25,0.5,0.25,0.25,0.25
"186",186,28,11,0.5,0.5,0.5,0.25,0.25,0.25,0.75,0.75,0.5,0.5,0.25,0.5,0,0.25,0.25,0.25,0.5,0.25,0.25,0,0.25,0,0,0,0.25,0,0,0,0.75,0.25,0.5,0.75,0.5,0.25,0.5,0.5,0.5,0.5
"187",187,28,12,0.25,0.5,0.25,0.25,0.5,0.25,0.25,0.5,0,0.25,0,0.75,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.75,0,0.25,0,0.5,0.5,0.25,0,0.5,0.5,0.5,0,0.25,0,0.25,0.5,0,0.25
"188",188,28,13,0.75,0.75,0.5,0.5,0.5,0.75,0,0.25,0.25,0.5,0,0,0.5,0.25,0.75,0.75,0.75,0.75,0.25,0,0.75,0.5,0.5,0,0.25,0,0.5,0.5,0.5,0.25,0.25,0.5,0.25,0,0,0.25,0.25,0.25
"189",189,28,14,0.25,1,0.25,0,0.25,0.5,0,0.25,0.25,0.5,0,0,0.25,0.25,0.5,0,0.75,0.75,0.5,0,0.5,0,0,0,0.25,0,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0,0,0.5,0,0.25
"190",190,28,15,0.25,0.25,0.5,0.25,0.25,0,0.5,0.75,0.5,0.5,0,0.5,0.25,0.25,0,0.5,0.5,0,0,0.25,0.5,0,0,0.25,0,0.25,0.25,0,0.5,0.5,0.5,0.25,0.75,0.5,0.5,0.5,0.25,0.5
"191",191,28,16,0.25,0.25,0,0,0,0,0.5,0.5,0.25,0.75,0,0.75,0.5,0.5,0.5,0,0.25,0.25,0.5,0,0.5,0,0.25,0,0.5,0.25,0.25,0.75,0.25,0.5,0.25,0.25,0.5,0.5,0.25,0,0.25,0.5
"192",192,28,17,0.75,0.5,0,0,0,0,0.25,0.25,0.25,0.75,0.25,0.5,0,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.5,0,0.25,0.25,0.5
"193",193,28,18,0.75,0.5,0.5,0,0,0,0.75,0.75,0.5,0.75,0.25,0.5,0,0.25,0.25,0,0.25,0.25,0,0,0.25,0,0.25,0,0.25,0,0,0.25,0.5,0.25,0.5,0.75,0.75,0.75,0.5,0.5,0.25,0.75
"194",194,28,19,0.5,0.5,0,0,0,0,0.5,0.25,0.25,0.5,0,0,0,0,0.25,0,0.5,0.5,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0.25,0,0.5,0.25,0.25,0.25,0.25,0.5,0,0.5
"195",195,28,20,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0,0.5,0.75,0.75,0,0.25,0,0.5,0,0.75,0.5,0.75,0.25,0.25,0.25,0,1,0.5,0,0.25,0.5,0.25,0,0,0.25,0.25,0.25
"196",196,28,21,0.5,0.25,0,0.5,0.5,0.75,0.25,0.5,0.25,0.25,0,0.25,0.25,0.25,0.25,0.75,0.5,0.75,0.5,0.25,0.5,0,0.5,0,0.25,0.5,0.25,0.5,0,0.25,0.25,0.5,0.5,0.5,0.25,0.25,0.25,0
"197",197,28,22,0.5,0.5,0.75,0,0,0,0.75,0.75,0.75,0.5,0.25,0,0.25,0.25,0.25,0,0.5,0.25,0.25,0,0.25,0,0,0,0,0.25,0,0.25,0.75,0,0.5,0.5,0.5,0.25,0.75,0.5,0,0.5
"198",198,28,23,0.5,0.75,0.75,0.5,0,0.25,0.5,0.25,0.5,0.25,0,0,0,0.25,0,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0.75,0,0.5,0,0.5,0,0.5,0.5,0,0.5
"199",199,28,24,0.5,0.5,0.75,0.25,0.25,0,0.5,0.5,0.5,0.25,0,0.25,0,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.5,0,0.5,0.5,0.25,0.5
"200",200,28,25,0.5,0.25,0.5,0,0,0,0.75,0.75,0.5,0.5,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0.25,0,0.25,0.75,0,0.5,0.5,0.5,0.25,0.5,0.5,0,0.5
"201",201,29,1,0.75,0.75,0.75,0.5,0.5,0.75,0.25,0.25,0.25,0.25,0,0,0.75,0.5,0.5,0.75,0.5,0.75,0,0.25,0.75,0,0,0,0,0,0,0,0.25,0.5,0.25,0.25,0,0,0,0.25,0,0.25
"202",202,29,2,0.75,0.75,0.75,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0,0,0,0.25,0.25,0.25,0.5,0,0,0,0.25,0,0,0.25,0,0,0,0,0.5,0,0.5,0.5,0.25,0,0.25,0.5,0,0.25
"203",203,29,3,0.75,0.5,0.75,0.5,0.75,0.25,0.5,0.5,0.5,0.5,0,0,0.25,0.5,0.25,0.25,0.75,0.25,0,0,0.25,0,0,0.25,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0.25,0.25,0,0.25
"204",204,29,4,0.75,0.75,0.75,0.25,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.25,0.25,0.25,0,0.5,0.25,0,0,0.25,0,0,0.25,0,0,0,0.5,0.5,0,0.75,0.5,0.25,0.5,0.25,0.5,0,0.25
"205",205,29,5,0.75,0.75,0.75,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0,0,0.25,0.25,0.25,0.25,0.5,0.25,0,0,0.25,0,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0.25,0,0,0.25,0,0
"206",206,29,6,0.75,0.75,0.75,0.25,0.5,0.25,0.5,0.25,0.5,0.5,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.25,0,0,0,0,0,0,0,0.5,0.5,0.25,0.5,0.25,0,0.25,0.5,0,0.25
"207",207,29,7,0.5,1,0.75,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0,0,0.25,0.25,0.25,0.25,0.5,0.25,0,0,0.5,0,0,0.25,0,0,0,0.5,0.5,0.5,0.5,0.75,0.25,0,0,0.25,0,0
