"","X","ID","day","beep","observationID","Proud","Success","Superior","Angry","Excluded","Envious","Resentful","Ashamed","Insecure","Enthusiastic","Relaxed","Anxious","Sad","Lonely"
"274",274,3,19,5,97,0.2,0.6,0.2,0,0,0,0,0,0,0.4,0.4,0,0,0.2
"275",275,3,19,6,98,1,1,0.6,0,0,0,0,0,0,1,0.6,0,0,0
"276",276,3,20,1,99,0.2,0.2,0.2,0.2,0,0,0,0,0,0.2,0.4,0,0,0
"277",277,3,20,2,100,0,0.2,0,0.2,0.2,0,0,0,0,0,0.4,0,0,0.2
"278",278,3,20,3,101,0.4,0.8,0.2,0,0,0,0,0,0,0.4,0.6,0,0,0
"279",279,3,20,4,102,0,0.4,0.2,0,0,0,0,0,0,0.2,0.6,0,0,0
"280",280,3,20,5,103,0.6,0.8,0.4,0,0,0,0,0,0.2,0.6,0.6,0,0,0
"281",281,3,21,1,104,0,0.6,0,0,0,0,0,0,0,0,0.4,0,0,0
"282",282,3,21,2,105,0,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"283",283,3,21,3,106,0,0.4,0.2,0,0,0,0,0,0,0.4,0.6,0,0,0
"284",284,3,21,4,107,0,0.6,0,0,1,0,0,0,0,0.4,1,0,0,1
"285",285,3,21,5,108,0.8,0.8,0.6,0,0,0,0,0,0,0.8,0.6,0,0,0
"286",286,3,22,1,109,0,0,0,0,1,0,0,0,0,0.8,0.8,0,0,1
"287",287,3,22,2,110,0.8,1,0.4,0,0,0,0,0,0,0.8,0.4,0,0,0
"288",288,3,22,3,111,0.8,0.4,0.6,0,0,0,0,0,0,1,0.6,0.6,0,0
"289",289,3,23,1,112,0.2,0.8,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"290",290,3,23,2,113,0.6,0.2,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"291",291,3,23,3,114,0.2,0.4,0.2,0.2,0,0,0,0,0,0,0.4,0,0,0
"292",292,3,23,4,115,0,0.6,0.2,0,0,0,0,0,0,0.4,0.8,0,0,0
"293",293,3,23,5,116,0.8,0.8,0.4,0,0,0,0,0,0.2,0.4,0.4,0,0,0.4
"294",294,3,23,6,117,0,0.6,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"295",295,3,24,1,118,0,0.4,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"296",296,3,24,2,119,0.6,0.8,0.6,0,0,0,0,0,0,0.4,0.6,0,0,0
"297",297,3,24,3,120,0.2,0.2,0.4,0,0,0,0,0,0,0.2,0.6,0,0,0
"298",298,3,25,1,121,0,0.4,0,0,0,0,0,0,0,0,0.8,0,0,0
"299",299,3,25,2,122,0.4,0.8,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"300",300,3,25,3,123,0.8,1,0.4,0,0,0,0,0,0,0.8,0.6,0,0,0
"301",301,3,25,4,124,0.4,0.6,0.6,0,0,0,0,0,0,0.4,0.6,0,0,0
"302",302,3,25,5,125,1,1,0.6,0,0,0,0,0,0,1,0.6,0,0,0
"303",303,3,25,6,126,0.8,1,0.6,0,0,0,0,0,0,1,0.4,0,0,0
"304",304,3,26,1,127,0.2,0.6,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"305",305,3,26,2,128,0.4,0.6,0.4,0,0,0,0,0,0,0.4,0.6,0,0,0
"306",306,3,26,3,129,0.4,0.6,0.4,0,0,0,0,0,0,0.2,0.8,0,0,0
"307",307,3,26,4,130,0.2,0,0,0.6,0,0,0,0,0,0,0.2,0,0,0
"308",308,3,27,1,131,0,0.6,0.2,0,0,0,0,0,0,0.4,0.8,0,0,0
"309",309,4,1,1,1,0.8,0.8,0.4,0.4,0,0,0,0,0,0.6,1,0,0,0
"310",310,4,1,2,2,0.6,0.8,0.2,0,0,0,0,0,0.2,0.6,0.6,0,0,0
"311",311,4,1,3,3,0,0,0,0.6,0,0,0,0,0,0,0.4,0,0,0
"312",312,4,1,4,4,0.4,0.6,0,0.2,0,0,0,0,0,0.4,0.4,0,0,0
"313",313,4,2,1,5,0,0,0.2,1,0.8,0,0,0,0.4,0,0,0,0.2,0
"314",314,4,2,2,6,0.2,0.8,0.2,0,0,0,0,0,0.2,0,0.4,0,0,0
"315",315,4,2,3,7,0,0.2,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"316",316,4,2,4,8,0.6,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0.2
"317",317,4,3,1,9,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"318",318,4,3,2,10,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0.6,0,0,0
"319",319,4,3,3,11,0,0,0,0.8,0,0,0,0,0.2,0,0,0,0,0.4
"320",320,4,4,1,12,0,0.2,0.4,0.4,0,0,0,0,0,0,0.4,0,0,0.2
"321",321,4,4,2,13,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"322",322,4,4,3,14,0,0.2,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"323",323,4,4,4,15,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"324",324,4,5,1,16,0,0,0,0,0,0,0,0,0.4,0,0.2,0.2,0,0.2
"325",325,4,5,2,17,0,0,0,0,0,0,0,0,0.2,0,0.6,0,0,0
"326",326,4,5,3,18,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0.2
"327",327,4,6,1,19,0.2,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0.2
"328",328,4,6,2,20,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0.2
"329",329,4,7,1,21,0,0,0,0.4,0.2,0,0,0,0.2,0.4,0.4,0,0,0.2
"330",330,4,7,2,22,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0.2
"331",331,4,7,3,23,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"332",332,4,7,4,24,0.2,0.2,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"333",333,4,8,1,25,0,0,0,0,0,0,0,0,0.2,0,0.6,0,0,0
"334",334,4,8,2,26,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"335",335,4,9,1,27,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0
"336",336,4,9,2,28,0.2,0.4,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"337",337,4,9,3,29,0.2,0.2,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"338",338,4,10,1,30,0,0.4,0,0,0,0,0,0,0.2,0.2,0.8,0,0,0
"339",339,4,11,1,31,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"340",340,4,11,2,32,0,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"341",341,4,12,1,33,0,0.2,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"342",342,4,12,2,34,0.2,0.8,0,0,0,0,0,0,0.2,0.8,0.8,0,0,0
"343",343,4,12,3,35,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.2
"344",344,4,12,4,36,0,0,0,0.2,0,0,0,0,0,0,0.4,0,0,0
"345",345,4,15,1,37,0,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0
"346",346,4,15,2,38,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"347",347,4,15,3,39,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.2
"348",348,4,16,1,40,0.4,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"349",349,4,16,2,41,0.6,1,0.2,0.2,0.2,0.2,0,0,0.4,0.4,0.8,0,0,0.2
"350",350,4,16,3,42,0.6,0.6,0.4,0,0,0,0,0,0.2,0.6,0.4,0,0,0
"351",351,4,17,1,43,0.6,0.6,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"352",352,4,17,2,44,0,0.6,0,0,0,0,0,0,0.2,0.4,0.6,0,0,0.2
"353",353,4,18,1,45,0,0.4,0,0,0,0,0,0,0.2,0,0.4,0,0,0
"354",354,4,19,1,46,0.2,0.6,0.2,0,0,0,0.2,0,0.2,0,0.6,0.2,0,0
"355",355,4,20,1,47,0.2,0.6,0.2,0,0,0,0.2,0,0.2,0.4,0.6,0,0,0
"356",356,4,21,1,48,0.6,0.6,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"357",357,4,21,2,49,0.6,0.8,0.4,0,0,0,0,0,0,0.8,0.8,0,0,0
"358",358,4,21,3,50,0.4,0.6,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"359",359,4,22,1,51,0.6,0.6,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"360",360,4,22,2,52,0.4,0.8,0,0,0,0,0,0,0,0.8,0.4,0,0,0
"361",361,4,22,3,53,0.2,0.6,0,0,0,0,0,0,0.2,0.2,0.6,0,0,0
"362",362,4,23,1,54,0,0.4,0.6,0.4,0,0,0,0,0,0,0,0,0,0
"363",363,4,24,1,55,0.4,0.6,0.2,0,0,0,0,0,0,0,0.6,0,0,0
"364",364,4,24,2,56,0.8,0.8,0.2,0.2,0,0.2,0,0,0.2,0.6,0.2,0,0,0
"365",365,4,25,1,57,0.4,0.4,0.6,0.2,0,0,0,0,0,0,0.2,0,0,0
"366",366,4,26,1,58,0.4,0.6,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"367",367,4,26,2,59,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"368",368,4,27,1,60,0.4,0.8,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"369",369,4,27,2,61,0.4,0.6,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"370",370,4,27,3,62,0.8,0.8,0.2,0,0,0,0,0,0,0.6,0.6,0,0,0
"371",371,4,27,4,63,0.8,0.8,0.2,0,0,0,0,0,0,0.4,0.6,0,0,0
"372",372,4,28,1,64,0,0.6,0,0.2,0,0,0,0,0,0,0.4,0,0,0
"373",373,4,28,2,65,0.6,0.6,0,0.2,0,0,0,0,0,0,0.6,0,0,0
"374",374,4,28,3,66,0.6,0.6,0.2,0,0,0,0,0,0,0,0.6,0,0,0
"375",375,4,29,1,67,0,0.6,0,0,0,0,0,0,0.2,0,0.6,0,0,0
"376",376,4,29,2,68,0,0.8,0,0.2,0,0,0,0,0,0.2,0.6,0,0,0
"377",377,4,29,3,69,0.4,0.8,0.2,0,0,0,0,0,0,0.2,0.6,0,0,0
"378",378,5,1,1,1,0.4,0.4,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"379",379,5,1,2,2,0.2,0.2,0,0,0,0,0,0,0,0,0.6,0,0,0
"380",380,5,1,3,3,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"381",381,5,1,4,4,0.2,0.4,0,0,0,0,0,0,0.2,0,0.6,0,0,0
"382",382,5,2,1,5,0.2,0,0,0.2,0,0,0,0,0.2,0,0.6,0.2,0,0.2
"383",383,5,2,2,6,0.6,0.6,0.2,0,0,0,0,0,0,0.2,0.6,0.2,0.2,0
"384",384,5,2,3,7,0,0.4,0,0,0,0,0,0,0,0,0.6,0,0,0
"385",385,5,2,4,8,0.2,0.2,0,0,0,0,0,0,0,0,0.6,0,0,0
"386",386,5,2,5,9,0.2,0,0,0,0,0,0,0,0.8,0,0,0.6,0.6,0.6
"387",387,5,3,1,10,0,0.2,0,0.2,0,0,0,0,0.4,0,0.4,0.2,0,0
"388",388,5,3,2,11,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0.4,0.2,0.2,0
"389",389,5,3,3,12,0.4,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"390",390,5,4,1,13,0.2,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0
"391",391,5,4,2,14,0.2,0.2,0,0,0,0,0,0,0.6,0.2,0.4,0.4,0.4,0
"392",392,5,4,3,15,0.2,0.2,0,0,0,0,0,0,0.2,0,0.4,0,0,0
"393",393,5,4,4,16,0.2,0.4,0,0,0,0,0,0,0.2,0.2,0.6,0.2,0.2,0.2
"394",394,5,4,5,17,0,0.2,0.2,0,0,0,0,0,0.4,0,0.2,0.2,0,0.2
"395",395,5,5,1,18,0.4,0.6,0.2,0,0,0,0,0,0,0.2,0.8,0,0,0
"396",396,5,5,2,19,0.2,0.4,0,0,0,0,0,0,0,0,0.6,0.2,0.2,0
"397",397,5,5,3,20,0.2,0.6,0.2,0,0,0,0,0,0,0.2,0.8,0,0,0
"398",398,5,6,1,21,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"399",399,5,6,2,22,0.4,0.8,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"400",400,5,6,3,23,0.2,0.6,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"401",401,5,6,4,24,0.2,0.4,0,0.2,0,0,0,0,0,0,0.6,0,0,0
"402",402,5,7,1,25,0.2,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0.2
"403",403,5,7,2,26,0,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0
"404",404,5,7,3,27,0,0.8,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0
"405",405,5,7,4,28,0.4,0.4,0,0,0,0,0,0,0,0,0.6,0,0,0
"406",406,5,8,1,29,0.6,0.6,0.2,0,0,0,0,0,0,0.4,0.8,0,0,0
"407",407,5,8,2,30,0.6,0.8,0.2,0,0,0,0,0,0.2,0.6,0.8,0,0.2,0.2
"408",408,5,9,1,31,0.2,0.4,0,0.2,0,0,0,0,0.2,0.2,0.4,0,0.2,0
"409",409,5,9,2,32,0.2,0.6,0,0,0,0,0,0.2,0,0.4,0.8,0,0.2,0
"410",410,5,10,1,33,0,0.4,0,0,0,0,0,0.2,0.4,0,0.8,0,0.2,0
"411",411,5,10,2,34,0,0.2,0,0.4,0,0,0,0,0.2,0,0.6,0,0.2,0
"412",412,5,10,3,35,0,0.4,0.2,0,0,0,0,0,0,0.2,0.6,0,0,0
"413",413,5,10,4,36,0,0.4,0.2,0,0,0,0,0,0.2,0,0.6,0,0,0
"414",414,5,11,1,37,0,0.6,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"415",415,5,11,2,38,0,0.4,0,0.4,0,0,0,0,0.2,0.2,0.6,0,0,0.4
"416",416,5,11,3,39,0.4,0.6,0,0,0,0.2,0,0,0,0.4,1,0,0,0
"417",417,5,11,4,40,0,0.2,0.2,0.4,0,0,0,0,0,0,0.6,0,0.2,0
"418",418,5,11,5,41,0,0.2,0.2,0.2,0,0.2,0,0.2,0.2,0,0.6,0.2,0,0.2
"419",419,5,12,1,42,0,0.4,0.2,0.2,0,0,0,0,0,0,0.6,0,0.2,0.2
"420",420,5,12,2,43,0,0,0,0.4,0,0,0,0,0.8,0,0.2,0.4,0.8,0.8
"421",421,5,12,3,44,0.2,0.2,0.2,0.4,0,0.4,0.4,0.4,0.6,0,0.2,0.2,0.6,0
"422",422,5,12,4,45,0,0.4,0.2,0.4,0,0,0.2,0,0,0,0.6,0,0.2,0.2
"423",423,5,13,1,46,0.2,0.6,0,0,0,0,0,0,0.2,0,0.8,0.2,0,0
"424",424,5,13,2,47,0,0,0.4,0.6,0,0,0.2,0,0,0,0.4,0,0.2,0.2
"425",425,5,14,1,48,0,0.8,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"426",426,5,15,1,49,0.2,0.4,0.2,0,0,0,0,0,0.2,0,0.8,0,0.4,0
"427",427,5,15,2,50,0,0.2,0,0,0,0,0,0,0,0,0.8,0,0,0.6
"428",428,5,15,3,51,0,0,0,0.4,0,0,0,0,0,0,0.4,0,0.2,0
"429",429,5,16,1,52,0.6,0.8,0.2,0,0,0,0,0,0.2,0.4,0.8,0,0,0
"430",430,5,16,2,53,0.6,0.6,0,0.2,0,0,0,0,0.2,0.2,0.8,0.2,0,0
"431",431,5,16,3,54,0.6,1,0,0,0,0,0,0,0,0.6,1,0,0,0
"432",432,5,16,4,55,0.2,0.2,0.2,0,0,0,0,0,0,0,0.8,0,0,0
"433",433,5,17,1,56,0.2,0.4,0,0,0,0,0,0,0,0,0.8,0,0,0
"434",434,5,17,2,57,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"435",435,5,18,1,58,0.4,0.6,0.2,0,0,0,0,0,0,0.6,0.8,0,0,0
"436",436,5,18,2,59,0.2,0.2,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"437",437,5,18,3,60,0.2,0.2,0,0,0,0,0,0,0,0.4,0.8,0,0,0.2
"438",438,5,18,4,61,0,0.6,0.2,0.4,0,0,0,0,0,0.2,0.6,0,0.4,0
"439",439,5,19,1,62,0,0.4,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"440",440,5,19,2,63,0.2,0.6,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"441",441,5,20,1,64,0.4,0.8,0.2,0,0,0,0,0,0.4,0,0.2,0.4,0,0
"442",442,5,20,2,65,0.4,0.6,0.2,0.6,0,0,0,0,0.6,0.2,0.4,0.2,0.2,0.4
"443",443,5,20,3,66,0,0.4,0,0.8,0,0,0,0,0.4,0,0.4,0,0.4,0.2
"444",444,5,21,1,67,0.2,0.6,0,0,0,0,0,0,0.2,0,0.8,0,0,0
"445",445,5,21,2,68,0.6,0.6,0.2,0.8,0,0.4,0,0,0.4,0.2,0.6,0.2,0.4,0
"446",446,5,23,1,69,0.2,0.6,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"447",447,5,23,2,70,0.4,0.6,0,0,0,0,0,0,0,0,0.8,0,0,0
"448",448,5,23,3,71,0.2,0.6,0,0,0,0,0,0,0,0,0.8,0,0,0
"449",449,5,23,4,72,0.4,0.6,0.6,0.2,0,0.2,0,0,0.2,0.4,0.8,0,0,0.2
"450",450,5,24,1,73,0.4,0.8,0,0.2,0,0,0,0,0.2,0.2,0.8,0,0,0
"451",451,5,24,2,74,0.4,0.8,0.2,0,0,0,0,0,0,0,0.8,0,0,0
"452",452,5,24,3,75,0,0,0,0.2,0,0.4,0,0,0.2,0,0.4,0,0.4,0
"453",453,5,25,1,76,0.2,0.2,0.8,0,0,0,0,0,0,0,0.8,0,0,0
"454",454,5,26,1,77,0,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0.4,0
"455",455,5,26,2,78,0.4,0.4,0,0,0,0,0,0,0,0.6,1,0,0,0
"456",456,5,27,1,79,0.4,0.8,0,0.2,0,0,0,0,0.4,0.4,0.8,0,0,0
"457",457,5,27,2,80,0.6,1,0.8,0.6,0,0,0,0,0,0.2,0.6,0,0.4,0
"458",458,5,27,3,81,0.4,0.6,0.8,0.6,0,0,0.2,0,0,0.2,0.4,0,0.4,0
"459",459,5,28,1,82,0.6,0.8,0.6,0.2,0,0,0,0,0,0,0.8,0,0.4,0
"460",460,5,29,1,83,0.2,0.8,0,0,0,0,0,0,0.2,0,0.8,0.2,0,0
"461",461,6,1,1,1,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.8,0.4,0.2,0
"462",462,6,1,2,2,0.6,0.4,0,0,0,0,0,0,0,0,0.6,0,0,0
"463",463,6,1,3,3,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"464",464,6,2,1,4,0,0.2,0,0.6,0.2,0,0,0,0.6,0,0.6,0.4,0.6,0.2
"465",465,6,2,2,5,0.6,0.8,0.6,0.2,0,0,0,0,0,0.4,0.8,0,0,0
"466",466,6,2,3,6,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"467",467,6,2,4,7,0.8,0.8,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"468",468,6,2,5,8,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"469",469,6,3,1,9,0,0,0,0.2,0.8,0.4,0,0,0.8,0,0.2,0.6,0.4,0.8
"470",470,6,3,2,10,0.2,0.2,0.2,0.8,0.2,0,0,0.6,0.6,0.2,0,0,0,0
"471",471,6,3,3,11,0,0,0,0,0,0,0,0,0.4,0,0.6,0.2,0,0
"472",472,6,3,4,12,0.8,0.6,0.8,0,0,0,0,0,0,0.8,1,0,0,0
"473",473,6,3,5,13,0.4,0.4,0.2,0,0,0,0,0,0,0.4,0.6,0,0,0
"474",474,6,4,1,14,0,0,0,0.4,0.2,0,0,0,0.4,0,0.6,0,0.2,0.2
"475",475,6,4,2,15,0.6,0.4,0,0,0.6,0,0,0,0,0.2,0.6,0.6,0,0
"476",476,6,4,3,16,0.4,0.6,0.4,0.6,0,0,0,0,0,0,0.6,0,0,0
"477",477,6,4,4,17,0.2,0.8,0.2,0,0.8,0,0,0.4,0.4,0,0.8,0,0,0.8
"478",478,6,4,5,18,0,0.4,0,0,0,0,0,0,0.4,0,0.2,0.2,0,0.6
"479",479,6,5,1,19,0.4,0.6,0,0,0,0,0,0.4,0,0.6,0.8,0.4,0,0
"480",480,6,5,2,20,0.4,0.6,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"481",481,6,6,1,21,0.6,0.6,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"482",482,6,6,2,22,0.8,0.8,0.4,0,0.2,0,0,0,0,0.6,0.6,0,0,0
"483",483,6,6,3,23,0.6,0.6,0,0,0,0,0,0,0,0.8,0.6,0,0,0
"484",484,6,6,4,24,0,0.4,0,0,0,0,0,0,0,0.8,0.6,0,0,0
"485",485,6,7,1,25,0.6,0,0,0,0,0,0,0,0.4,0,0.6,0,0,0
"486",486,6,7,2,26,1,0.8,0.4,0,0,0,0,0,0,0.2,0.8,0,0,0
"487",487,6,7,3,27,0.8,0.8,0.6,0,0,0,0,0,0,0.8,0.8,0,0,0
"488",488,6,8,1,28,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"489",489,6,8,2,29,0.4,0.6,0.4,0,0,0,0,0,0,0.6,0.8,0,0,0
"490",490,6,8,3,30,0.6,0.6,0,0.4,0.4,0,0,0,0,0,0.6,0,0,0.2
"491",491,6,8,4,31,0.4,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"492",492,6,9,1,32,0,0.4,0,0,0,0,0,0,0,0,0.6,0,0,0
"493",493,6,9,2,33,0.6,0.6,0.4,0,0,0,0,0,0,0.4,0.6,0,0,0
"494",494,6,10,1,34,0.6,0.4,0,0,0,0,0,0,0.2,0,0.6,0,0,0
"495",495,6,10,2,35,0.8,0.6,0.6,0,0,0,0,0,0,0.6,0.8,0,0,0
"496",496,6,10,3,36,0.6,0.6,0.4,0,0,0,0,0,0,0.6,0.8,0,0,0
"497",497,6,10,4,37,0,0,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"498",498,6,11,1,38,0.4,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"499",499,6,11,2,39,0.6,0.8,0.4,0,0,0,0,0,0,0.8,0.8,0,0,0
"500",500,6,11,3,40,0,0,0,0,0,0,0,0,0.6,0,0.6,0,0,0
"501",501,6,11,4,41,0.6,0.6,0.2,0,0,0,0,0,0,0.6,0.6,0,0,0
"502",502,6,12,1,42,0.4,0,0,0,0,0,0,0,0.2,0.2,0.6,0,0,0
"503",503,6,12,2,43,0.4,0.6,0.4,0,0,0,0,0,0,0.4,0.8,0,0,0
"504",504,6,12,3,44,0.6,0.8,0.4,0,0,0,0,0,0,0.6,0.8,0,0,0
"505",505,6,12,4,45,0.6,0.8,0.4,0,0,0,0,0,0,0.4,0.8,0,0,0
"506",506,6,13,1,46,0.6,0.8,0.2,0,0,0,0,0,0,0.8,0.8,0,0,0
"507",507,6,14,1,47,0.8,0.8,0.4,0,0,0,0,0,0,0.6,0.8,0,0,0
"508",508,6,14,2,48,0.6,0.6,0.8,0.2,0,0,0,0,0,0.4,0.8,0,0,0.2
"509",509,6,14,3,49,0.8,0.8,0.6,0,0,0,0,0,0,0.8,0.8,0,0,0
"510",510,6,15,1,50,0.4,0.8,0.4,0,0,0,0,0,0,0.4,0.8,0,0,0
"511",511,6,15,2,51,1,1,0.8,0,0,0,0,0,0,0.6,1,0,0,0.2
"512",512,6,15,3,52,0.4,0.4,0,0.2,0.2,0,0,0,0,0,0.4,0,0,0.6
"513",513,6,18,1,53,0.4,0.8,0.2,0,0,0,0,0,0,0.4,0.8,0,0,0
"514",514,6,18,2,54,0.6,0.6,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"515",515,6,18,3,55,0.6,0.8,0.4,0.4,0,0,0,0,0,0,0.6,0,0,0
"516",516,6,20,1,56,0.8,0.4,0.6,0,0,0,0,0,0.2,0,0.8,0,0,0
"517",517,6,22,1,57,0.8,0.8,0.8,0,0,0,0,0,0,0.8,0.8,0,0,0
"518",518,6,22,2,58,0.6,0.8,0.6,0,0,0,0,0,0.6,0.4,0.8,0,0,0
"519",519,6,25,1,59,0.8,0.6,0,0,0,0,0,0,0,0.2,0.8,0,0,0
"520",520,6,25,2,60,0.8,0.6,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"521",521,6,25,3,61,0.6,0.4,0.4,0,0,0,0,0,0,0.4,0.8,0,0,0
"522",522,6,25,4,62,0.4,0.6,0.2,0,0,0,0,0,0,0,0.4,0.4,0.4,0
"523",523,6,25,5,63,0.4,0.6,0.4,0,0,0,0,0,0,0,0.6,0.2,0,0
"524",524,6,27,1,64,0.6,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"525",525,6,27,2,65,0.6,0.8,0.4,0,0,0,0,0,0,0.4,0.8,0,0,0
"526",526,6,28,1,66,0.8,0.8,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"527",527,6,28,2,67,0.6,0.4,0.4,0,0,0,0,0,0,0,0.6,0,0,0
"528",528,6,28,3,68,0.8,0.6,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"529",529,6,28,4,69,0.8,0.8,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"530",530,7,1,1,1,0.4,0.8,0,0,0,0,0,0,0,0.6,0,0,0.4,0.4
"531",531,7,1,2,2,0.4,0.6,0,0,0,0,0,0,0,0.6,0.4,0,0,0
"532",532,7,1,3,3,0.2,0.2,0,0,0,0,0,0,0,0.4,0.2,0,0,0
"533",533,7,1,4,4,0,0,0,0,0,0,0,0,0.2,0,0,0.4,0,0
"534",534,7,2,1,5,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0
"535",535,7,3,1,6,0.4,0.6,0,0,0.2,0,0,0,0,0,0,0,0,0
"536",536,7,3,2,7,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.2
"537",537,7,3,3,8,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0
"538",538,7,4,1,9,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0
"539",539,7,4,2,10,0,0,0,0,0,0,0,0,0.6,0,0.2,0,0,0.2
"540",540,7,4,3,11,0,0,0,0,0,0,0,0,0.4,0,0,0.8,0.8,0.8
"541",541,7,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"542",542,7,5,1,13,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2
"543",543,7,5,2,14,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2
"544",544,7,5,3,15,0.8,0.8,0,0,0,0,0,0,0,0.6,0,0,0.8,0.4
"545",545,7,5,4,16,0.6,0.6,0,0,0,0,0,0,0,0.2,0,0,0,0
"546",546,7,6,1,17,0,0,0,0.2,0,0,0,0,0,0,0.4,0.2,0.2,0.2
"547",547,7,6,2,18,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.4
"548",548,7,6,3,19,0,0,0,0,0.6,0,0,0,0.6,0,0,0.8,0.8,0.8
"549",549,7,7,1,20,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0.6
"550",550,7,7,2,21,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.6
"551",551,7,7,3,22,0.8,0.8,0,0,0,0,0,0,0,0.6,0.4,0,0.2,0.2
"552",552,7,7,4,23,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.4
"553",553,7,8,1,24,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.4
